"Status","Class","FriendlyName","InstanceId"
"Unknown","Keyboard","HID Keyboard Device","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B372_REV&0013_D5177F1F6103&COL01\7&268C43B7&0&0000"
"Unknown","HIDClass","HID-compliant consumer control device","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B372_REV&0013_D5177F1F6103&COL02\7&268C43B7&0&0001"
"Unknown","HIDClass","HID-compliant vendor-defined device","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B372_REV&0013_D5177F1F6103&COL03\7&268C43B7&0&0002"
"OK","Keyboard","HID Keyboard Device","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B372_REV&0013_D5177F1F6105&COL01\7&3A09D58B&0&0000"
"OK","HIDClass","HID-compliant consumer control device","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B372_REV&0013_D5177F1F6105&COL02\7&3A09D58B&0&0001"
"OK","HIDClass","HID-compliant vendor-defined device","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B372_REV&0013_D5177F1F6105&COL03\7&3A09D58B&0&0002"
"OK","Keyboard","Surface Button HID Keyboard Device","HID\CONVERTEDDEVICE&COL01\6&16B2E87E&0&0000"
"OK","Keyboard","Surface Button HID Keyboard Device","HID\CONVERTEDDEVICE&COL01\A&99E19FB&0&0000"
"OK","HIDClass","Surface Button HID Control Device","HID\CONVERTEDDEVICE&COL02\6&16B2E87E&0&0001"
"OK","HIDClass","Surface Button HID Control Device","HID\CONVERTEDDEVICE&COL02\A&99E19FB&0&0001"
"OK","HIDClass","Surface Button HID System Controller","HID\CONVERTEDDEVICE&COL03\6&16B2E87E&0&0002"
"OK","HIDClass","Surface Button HID System Controller","HID\CONVERTEDDEVICE&COL03\A&99E19FB&0&0002"
"OK","HIDClass","Surface Button Portable Button Device","HID\HID_DEVICE_SYSTEM_VHF&COL01\4&15D956B6&0&0000"
"OK","Keyboard","Surface Button HID Keyboard Device","HID\HID_DEVICE_SYSTEM_VHF&COL01\4&2FE1F27&0&0000"
"OK","HIDClass","Surface Button HID Control Device","HID\HID_DEVICE_SYSTEM_VHF&COL02\4&15D956B6&0&0001"
"OK","HIDClass","Surface Button HID Control Device","HID\HID_DEVICE_SYSTEM_VHF&COL02\4&2FE1F27&0&0001"
"OK","Sensor","HID Ambient Light Sensor","HID\HID_DEVICE_SYSTEM_VHF\5&E9DC84F&0&0000"
"OK","HIDClass","Portable Device Control device","HID\HID_DEVICE_SYSTEM_VHF\8&2B866799&0&0000"
"OK","HIDClass","Surface Ink","HID\MSHW0125&COL01\4&7EA80AE&0&0000"
"OK","HIDClass","Surface Color Profile","HID\MSHW0125&COL02\4&7EA80AE&0&0001"
"OK","HIDClass","Surface Touch Communications","HID\MSHW0235&COL01\3&DD6D228&0&0000"
"OK","HIDClass","Surface Touch Pen Processor","HID\MSHW0235&COL02\3&DD6D228&0&0001"
"OK","HIDClass","Surface Digitizer Utility","HID\MSHW0235&COL03\3&DD6D228&0&0002"
"OK","HIDClass","Surface Virtual Function Enum Device","HID\MSHW0235&COL04\3&DD6D228&0&0003"
"OK","HIDClass","Surface Touch Pen Device","HID\MSHW0235&COL05\3&DD6D228&0&0004"
"OK","HIDClass","Surface Pen BLE LC Adaptation Driver","HID\MSHW0235&COL06\3&DD6D228&0&0005"
"OK","Firmware","Surface Pen Cfu Over Ble LC Connection","HID\MSHW0235&COL07\3&DD6D228&0&0006"
"OK","HIDClass","Surface Touch Screen Device","HID\MSHW0235&COL08\3&DD6D228&0&0007"
"OK","HIDClass","Surface HID Color","HID\TARGET_KIP&CATEGORY_HID&COL01\4&253A8463&0&0000"
"OK","Keyboard","Surface Button HID Keyboard Device","HID\TARGET_KIP&CATEGORY_HID&COL01\4&392948AB&0&0000"
"OK","Mouse","HID-compliant mouse","HID\TARGET_KIP&CATEGORY_HID&COL01\4&3A6DD3D5&0&0000"
"OK","Keyboard","Surface Button HID Keyboard Device","HID\TARGET_KIP&CATEGORY_HID&COL01\4&A24595&0&0000"
"OK","Firmware","Surface Type Cover v7 Firmware Update","HID\TARGET_KIP&CATEGORY_HID&COL02\4&253A8463&0&0001"
"OK","HIDClass","Surface Button HID System Controller","HID\TARGET_KIP&CATEGORY_HID&COL02\4&392948AB&0&0001"
"OK","HIDClass","HID-compliant touch pad","HID\TARGET_KIP&CATEGORY_HID&COL02\4&3A6DD3D5&0&0001"
"OK","HIDClass","HID-compliant vendor-defined device","HID\TARGET_KIP&CATEGORY_HID&COL02\4&A24595&0&0001"
"OK","HIDClass","Surface HID USP Encapsulation","HID\TARGET_KIP&CATEGORY_HID&COL03\4&253A8463&0&0002"
"OK","HIDClass","Surface Button HID Control Device","HID\TARGET_KIP&CATEGORY_HID&COL03\4&392948AB&0&0002"
"OK","HIDClass","Microsoft Input Configuration Device","HID\TARGET_KIP&CATEGORY_HID&COL03\4&3A6DD3D5&0&0002"
"OK","HIDClass","Surface Pen BLE LC Adaptation Driver","HID\TARGET_KIP&CATEGORY_HID&COL03\4&A24595&0&0002"
"OK","HIDClass","HID-compliant device","HID\TARGET_KIP&CATEGORY_HID&COL04\4&392948AB&0&0003"
"OK","HIDClass","Surface Navigation Accessory","HID\TARGET_KIP&CATEGORY_HID&COL04\4&3A6DD3D5&0&0003"
"OK","HIDClass","Surface HID USP Encapsulation","HID\TARGET_KIP&CATEGORY_HID&COL05\4&3A6DD3D5&0&0004"
"OK","UCM","Surface UCM UCSI HID Client","HID\TARGET_SAM&CATEGORY_HID\4&1CD2A9DD&0&0000"
"Unknown","Mouse","HID-compliant mouse","HID\VID_0461&PID_4E87\6&34A00DAC&0&0000"
"OK",,,"HTREE\ROOT\0"
"OK","System","PCI Express Root Port","PCI\VEN_17CB&DEV_0109&SUBSYS_00000000&REV_00\3&11583659&0&00"
"OK","System","PCI Express Root Port","PCI\VEN_17CB&DEV_0109&SUBSYS_00000000&REV_00\3&36CB97A3&0&00"
"OK","System","PCI Express Root Port","PCI\VEN_17CB&DEV_0109&SUBSYS_00000000&REV_00\3&3AA59A3&0&00"
"OK","SCSIAdapter","Standard NVM Express Controller","PCI\VEN_1C5C&DEV_1327&SUBSYS_00001C5C&REV_00\9943AD05002EE4AC00"
"OK","Bluetooth","Qualcomm(R) Bluetooth Radio Driver","QCA_SHB\UART_H4_CHE\3&181E29F6&0&4097"
"OK","Net","Qualcomm(R) Wi-Fi B/G/N/AC (2x2) Svc","QCMS\VEN_QCOM&DEV_042B&SUBSYS_MSWW8180\3&33C1B731&0&0"
"OK","Net","Snapdragon (TM) X24 LTE Modem","QCMS\VEN_QCOM&DEV_0489&SUBSYS_MSWW8180\3&33C1B731&0&0"
"OK","Computer","ACPI ARM64-based PC","ROOT\ARM64_HAL\0000"
"OK","System","Microsoft Basic Display Driver","ROOT\BASICDISPLAY\0000"
"OK","System","Microsoft Basic Render Driver","ROOT\BASICRENDER\0000"
"OK","System","Charge Arbitration Driver","ROOT\CAD\0000"
"OK","System","Composite Bus Enumerator","ROOT\COMPOSITEBUS\0000"
"OK","System","Microsoft Hypervisor Service","ROOT\HVSERVICE\0000"
"OK","Net","Microsoft Kernel Debug Network Adapter","ROOT\KDNIC\0000"
"OK","System","Microsoft System Management BIOS Driver","ROOT\MSSMBIOS\0000"
"OK","System","NDIS Virtual Network Adapter Enumerator","ROOT\NDISVIRTUALBUS\0000"
"OK","SecurityDevices","Microsoft Pluton security processor","ROOT\PLUTONQC\0000"
"OK","System","Remote Desktop Device Redirector Bus","ROOT\RDPBUS\0000"
"OK","SCSIAdapter","Microsoft Storage Spaces Controller","ROOT\SPACEPORT\0000"
"OK","System","Microsoft Hyper-V 가상 디스크 서버","ROOT\STORVSP\0000"
"OK","System","Plug and Play Software Device Enumerator","ROOT\SYSTEM\0000"
"OK","System","UMBus Root Bus Enumerator","ROOT\UMBUS\0000"
"OK","System","Microsoft Virtual Drive Enumerator","ROOT\VDRVROOT\0000"
"OK","System","Microsoft Hyper-V Virtualization Infrastructure Driver","ROOT\VID\0000"
"OK","System","Microsoft Hyper-V 가상 컴퓨터 버스 공급자","ROOT\VMBUS\0000"
"OK","System","Volume Manager","ROOT\VOLMGR\0000"
"OK","System","Microsoft Hyper-V PCI Server","ROOT\VPCIVSP\0000"
"OK","Biometric","Facial Recognition (Windows Hello) Software Device","ROOT\WINDOWSHELLOFACESOFTWAREDRIVER\0000"
"OK","DiskDrive","HFM256GDGTNG-87A0A","SCSI\DISK&VEN_NVME&PROD_HFM256GDGTNG-87A\5&244AC0C9&0&000000"
"OK","System","Qualcomm(R) Aqstic(TM)","SLM1\VEN_QCOM&DEV_0424&SUBSYS_CLS08180\4&29F1C7DD&0&1"
"Unknown","Volume","Volume","STORAGE\VOLUME\{CAC7FBB5-FBBE-11F0-BA09-00A0C6000000}#0000000000100000"
"OK","Volume","Volume","STORAGE\VOLUME\{EEC258B9-86E8-11EE-8417-806E6F6E6963}#0000000000100000"
"OK","Volume","Volume","STORAGE\VOLUME\{EEC258B9-86E8-11EE-8417-806E6F6E6963}#0000000010500000"
"OK","Volume","Volume","STORAGE\VOLUME\{EEC258B9-86E8-11EE-8417-806E6F6E6963}#0000000011500000"
"OK","Volume","Volume","STORAGE\VOLUME\{EEC258B9-86E8-11EE-8417-806E6F6E6963}#0000003B6D000000"
"OK","MEDIA","Microsoft Streaming Service Proxy","SW\{96E080C7-143C-11D1-B40F-00A0C9223196}\{3C0D501A-140B-11D1-B40F-00A0C9223196}"
"Unknown","Net","RAS Async Adapter","SW\{EEAB7790-C514-11D1-B42B-00805FC1270E}\ASYNCMAC"
"OK","SoftwareDevice","Microsoft Loosely-Coupled Bluetooth Device Enumerator","SWD\BTHLC\{E2CB947B-DD44-40E9-8605-09D4D4368D66}"
"OK","Computer","Microsoft Corporation Surface Pro X","SWD\COMPUTER\MFG_MICROSOFT_CORPORATION&FAM_SURFACE&PROD_SURFACE_PRO_X&SKU_SURFACE_PRO_X_H_1876"
"OK","SoftwareComponent","Qualcomm(R) Aqstic(TM) Sound Model Library Software Component","SWD\DRIVERENUM\{1C68F9DB-AFDD-41EC-A871-EA712C8CEEB3}#QCLISTENSOUNDMODEL_SWCOMPONENT&7&19A9E877&0"
"OK","SoftwareComponent","Generic software component","SWD\DRIVERENUM\{314B202B-0951-4CAA-B611-34AADC7ADF5B}#ESIMPATCHSWCOMPONENT&4&22F97AC3&0"
"OK","AudioProcessingObject","DolbyAPO SWC Device","SWD\DRIVERENUM\{3CDA8F51-BA87-4E24-9D06-5BAAB80146F1}#DOLBYAPO_DAX3APOSVC&7&19A9E877&0"
"OK","SoftwareComponent","DolbyAPO Software Device (HSA)","SWD\DRIVERENUM\{3CDA8F51-BA87-4E24-9D06-5BAAB80146F1}#DOLBYAPO_DAX3HSA&7&19A9E877&0"
"OK","SoftwareComponent","Generic software component","SWD\DRIVERENUM\{96BEDF2C-18CB-4A15-B821-5E95ED0FEA61}#VOCAEFFECTPACK&1&1C27CF65&0"
"OK","SoftwareComponent","Generic software component","SWD\DRIVERENUM\QDCMLIBRARY&3&E596AA7&0"
"OK","SoftwareDevice","Windows.Networking.NetworkOperators.MobileBroadbandAccount","SWD\MBAE\{4A65489E-495C-4BBD-840B-6E4550C162A1}"
"OK","SoftwareDevice","Windows.Devices.Sms.SmsDevice","SWD\MBAE\SMS_DEVICE_{FE0151CF-DDA7-45FB-8809-709C78878CA9}"
"OK","SoftwareDevice","Windows.Devices.Sms.SmsDevice","SWD\MBAE\SMS_OPERATOR_{4A65489E-495C-4BBD-840B-6E4550C162A1}"
"OK","SoftwareDevice","Mobile Broadband Firmware Device","SWD\MBFW\{FE0151CF-DDA7-45FB-8809-709C78878CA9}"
"Unknown","SoftwareDevice","MIDI 2.0 Virtual Devices","SWD\MIDISRV\MIDIU_APP_TRANSPORT"
"Unknown","SoftwareDevice","Service Test Loopback A","SWD\MIDISRV\MIDIU_DIAG_LOOPBACK_A"
"Unknown","SoftwareDevice","Service Test Loopback B","SWD\MIDISRV\MIDIU_DIAG_LOOPBACK_B"
"Unknown","SoftwareDevice","Service Test Ping (Internal)","SWD\MIDISRV\MIDIU_DIAG_PING"
"Unknown","SoftwareDevice","MIDI 2.0 Service Tests","SWD\MIDISRV\MIDIU_DIAG_TRANSPORT"
"Unknown","SoftwareDevice","MIDI 2.0 Loop Devices","SWD\MIDISRV\MIDIU_LOOP_TRANSPORT"
"OK","AudioEndpoint","스피커(Surface Qualcomm(R) Aqstic(TM))","SWD\MMDEVAPI\{0.0.0.00000000}.{82C720D8-472A-4D1C-836C-AEC7280DE57D}"
"OK","AudioEndpoint","Microphone Array(Surface Qualcomm(R) Aqstic(TM))","SWD\MMDEVAPI\{0.0.1.00000000}.{CDCDD24A-4282-43D6-BC0B-DED179612AAC}"
"OK","SoftwareDevice","Microsoft GS Wavetable Synth","SWD\MMDEVAPI\MICROSOFTGSWAVETABLESYNTH"
"OK","SoftwareDevice","Microsoft Device Association Root Enumerator","SWD\MSDAS\{CE958E9A-424F-4C88-86F4-11314821E75A}"
"OK","SoftwareDevice","Microsoft RRAS Root Enumerator","SWD\MSRRAS\{5E259276-BC7E-40E3-B93B-8F89B5F3ABC0}"
"OK","Net","WAN Miniport (IKEv2)","SWD\MSRRAS\MS_AGILEVPNMINIPORT"
"OK","Net","WAN Miniport (L2TP)","SWD\MSRRAS\MS_L2TPMINIPORT"
"OK","Net","WAN Miniport (Network Monitor)","SWD\MSRRAS\MS_NDISWANBH"
"OK","Net","WAN Miniport (IP)","SWD\MSRRAS\MS_NDISWANIP"
"OK","Net","WAN Miniport (IPv6)","SWD\MSRRAS\MS_NDISWANIPV6"
"OK","Net","WAN Miniport (PPPOE)","SWD\MSRRAS\MS_PPPOEMINIPORT"
"OK","Net","WAN Miniport (PPTP)","SWD\MSRRAS\MS_PPTPMINIPORT"
"OK","Net","WAN Miniport (SSTP)","SWD\MSRRAS\MS_SSTPMINIPORT"
"OK","PrintQueue","Microsoft Print to PDF","SWD\PRINTENUM\{51BA12F4-E273-4CA5-B457-286B80D929BA}"
"OK","PrintQueue","루트 인쇄 큐","SWD\PRINTENUM\PRINTQUEUES"
"OK","SoftwareDevice","Microsoft Radio Device Enumeration Bus","SWD\RADIO\{3DB5895D-CC28-44B3-AD3D-6F01A782B8D2}"
"OK","SoftwareDevice","WiFi","SWD\RADIO\{4B14CB01-27D5-43ED-84AF-EE7FAFDE9C68}"
"OK","SoftwareDevice","Mobile","SWD\RADIO\{FE0151CF-DDA7-45FB-8809-709C78878CA9}"
"OK","SoftwareDevice","Bluetooth","SWD\RADIO\BLUETOOTH_F01DBCA7DBA6"
"OK","SoftwareDevice","Microsoft UICC ISO Reader fe0151cf 0","SWD\SCDEVICEENUM\3_MICROSOFT_UICC_ISO_READER_FE0151CF_0"
"OK","SoftwareDevice","Smart Card Device Enumeration Bus","SWD\SCDEVICEENUMBUS\0"
"OK","SoftwareDevice","Microsoft Passport Container Enumeration Bus","SWD\SCDEVICEENUMBUS\1"
"OK","Sensor","Simple Device Orientation Sensor","SWD\SENSORSWDEVICEENUMERATOR\SDO#{00000000-0000-0000-FFFF-FFFFFFFFFFFF}#0000#5"
"OK","SoftwareDevice","Surface Camera Sensor Group","SWD\SGDEVAPI\59D80B4D3CCA684000F30FD88249483DA6AF6C9356EB5FB2AFB54F209327F641"
"OK","SoftwareDevice","Windows.Devices.Sms.SmsDevice2","SWD\SMSDEVICE\SMS_DEVICE2_{FE0151CF-DDA7-45FB-8809-709C78878CA9}"
"OK","SoftwareDevice","Uicc Iso Device","SWD\UICCISO\{FE0151CF-DDA7-45FB-8809-709C78878CA9}_0"
"Unknown","WPD","NO NAME","SWD\WPDBUSENUM\{CAC7FBB5-FBBE-11F0-BA09-00A0C6000000}#0000000000100000"
"OK","Firmware","Surface PD Controller","UEFI\RES_{1C2F07DE-4B1F-4061-8CCF-D20A580B7104}\0"
"OK","Firmware","Surface SMF","UEFI\RES_{2B257511-A44A-4EB0-908D-E4D003E5EC1E}\0"
"Error","Firmware","Surface System Aggregator","UEFI\RES_{53A9FBCB-9ACA-46E3-B908-951C34EBBAC4}\0"
"OK","Firmware","Surface Touch Firmware","UEFI\RES_{9B854ED9-77D3-4499-B07F-E08130655593}\0"
"Error","Firmware","Surface UEFI","UEFI\RES_{CCFC0EE2-BF85-4218-84D7-151D20678943}\0"
"OK","Firmware","Surface TCON","UEFI\RES_{EBDE24E9-24A5-44EC-83AE-DBBFA4055883}\0"
"Unknown","USBFunctionController","USB Synopsys Controller","URS\VEN_QCOM&DEV_0497&SUBSYS_CLS08180&FUNCTION\3&252BAFA3&0&0"
"Unknown","USBFunctionController","USB Synopsys Controller","URS\VEN_QCOM&DEV_0497&SUBSYS_CLS08180&FUNCTION\3&37E56048&0&0"
"OK","USB","Qualcomm(R) XHCI Filter Device","URS\VEN_QCOM&DEV_0497&SUBSYS_CLS08180&HOST\3&252BAFA3&0&0"
"Unknown","USB","Qualcomm(R) XHCI Filter Device","URS\VEN_QCOM&DEV_0497&SUBSYS_CLS08180&HOST\3&37E56048&0&0"
"OK","USB","USB Root Hub (USB 3.0)","USB\ROOT_HUB30\3&8D55026&0&0"
"OK","USB","USB Root Hub (USB 3.0)","USB\ROOT_HUB30\4&29F06F0&0&0"
"Unknown","USB","USB Root Hub (USB 3.0)","USB\ROOT_HUB30\4&2C2AB107&1&0"
"Unknown","HIDClass","USB Input Device","USB\VID_0461&PID_4E87\5&3A6D3B39&0&1"
"Unknown","Modem","SAMSUNG Mobile USB Modem #2","USB\VID_04E8&PID_6860&MODEM\6&1A4BFAEA&0&0001"
"Unknown","Modem","SAMSUNG Mobile USB Modem","USB\VID_04E8&PID_6860&MODEM\6&312B45E7&0&0001"
"Unknown","WPD","민석의 S25","USB\VID_04E8&PID_6860&MS_COMP_MTP&SAMSUNG_ANDROID\6&1A4BFAEA&0&0000"
"Unknown","WPD","Galaxy S23+","USB\VID_04E8&PID_6860&MS_COMP_MTP&SAMSUNG_ANDROID\6&312B45E7&0&0000"
"Unknown","USB","SAMSUNG Mobile USB Composite Device ","USB\VID_04E8&PID_6860\R3CWA0LTN9K"
"Unknown","USB","SAMSUNG Mobile USB Composite Device ","USB\VID_04E8&PID_6860\R3CY501H5GM"
"Unknown","Net","SAMSUNG Mobile USB Remote NDIS Network Device #2","USB\VID_04E8&PID_6863&RNDIS\6&1CA3E827&0&0000"
"Unknown","Net","SAMSUNG Mobile USB Remote NDIS Network Device #3","USB\VID_04E8&PID_6863&RNDIS\6&5C49D2A&0&0000"
"Unknown","USB","SAMSUNG Mobile USB Composite Device ","USB\VID_04E8&PID_6863\R3CWA0LTN9K"
"Unknown","USB","SAMSUNG Mobile USB Composite Device ","USB\VID_04E8&PID_6863\R3CY501H5GM"
"Unknown","Net"," ","USB\VID_05AC&PID_1902&MI_00\6&60D2BE4&0&0000"
"Unknown",,"NCM Data","USB\VID_05AC&PID_1902&MI_01\6&60D2BE4&0&0001"
"Unknown","Net"," ","USB\VID_05AC&PID_1902&MI_02\6&60D2BE4&0&0002"
"Unknown",,"NCM Data","USB\VID_05AC&PID_1902&MI_03\6&60D2BE4&0&0003"
"Unknown","USB","USB Composite Device","USB\VID_05AC&PID_1902\M2JVG373JQ"
"Unknown","USB","USB Mass Storage Device","USB\VID_0781&PID_55A9\0101D4CA9ACF411E9BC392FBA15957FCF0AB5826F59B75CCE65F62F393D45A91DE9F00000000000000000000F4A1CEF4FF9E4800A955810788AC51E9"
"OK","USBDevice","Generic Billboard Device","USB\VID_1D5C&PID_7102\5&2E4D24E3&0&1"
"Unknown","USBDevice","Generic Billboard Device","USB\VID_1D5C&PID_7102\5&3A6D3B39&0&1"
"Unknown","DiskDrive"," USB  SanDisk 3.2Gen1 USB Device","USBSTOR\DISK&VEN__USB&PROD__SANDISK_3.2GEN1&REV_1.00\0101D4CA9ACF411E9BC392FBA15957FCF0AB5826F59B75CCE65F62F393D45A9"
"OK","HIDClass","Surface Button VHF HID Device","VHF\HID_DEVICE_SYSTEM_VHF\3&12F55104&0&{8B47AF30-B90B-5DFD-BF61-87C9A03F89C3}"
"OK","HIDClass","Surface Button VHF HID Device","VHF\HID_DEVICE_SYSTEM_VHF\3&12F55104&0&{B5A92F8D-FC23-590D-A967-03B8F061939D}"
"OK","HIDClass","Virtual HID Framework (VHF) HID device","VHF\HID_DEVICE_SYSTEM_VHF\4&35415D16&0&{96C19D53-9C17-5038-A62F-8EFECDDE8512}"
"OK","HIDClass","Virtual HID Framework (VHF) HID device","VHF\HID_DEVICE_SYSTEM_VHF\7&19A9E877&0&{D49785C9-AFC3-51CB-8802-0249AF74237F}"
